"Household Identifier (French metropolitain households only)
Source : table ""households"" in BDF, INSEE";"INSEE Statistical ponderation (for making the sample representative for the total French metropolitan population)
Source : table ""households"" in BDF, INSEE";"Expenditures (COICOP)
Food and non alcoholic beverages
Source : table ""Expenditures"", BDF, INSEE";"Expenditures (COICOP)
Acoholic beverages, tabocco and narcotics";"Expenditures (COICOP)
Clothing and footware";"Expenditures (COICOP)
Housing, electricity, gas and other combustibles";"Expenditures (COICOP)
Furnitures, housekeeping and home maintenance";"Expenditures (COICOP)
Health";"Expenditures (COICOP)
Transports";"Expenditures (COICOP)
Communications";"Expenditures (COICOP)
Leisure and culture";"Expenditures (COICOP)
Education";"Expenditures (COICOP)
Hotels and restaurants";"Expenditures (COICOP)
Miscellaneous goods and services";"Expenditures (COICOP)
Taxes, loan payments, large works, savings, and employer's fees";"Expenditures (COICOP)
Housing allocations received (APL)";"Total final consumption expenditures 
Include items C1 to C12 ";;"Total current income divided by the number of consumption units according to the OECD equilence scale
(standard of leaving definition)
Computed ";"Standard of leaving decile
(computed using revtotuc)";"Total number of people
Source : Table ""Households"" from BDF, INSEE";"Number of pensioners
Source : table ""individuals"" in BDF, INSEE
Computed
Sum of household's individuals with modality 5 (retired or ""pre-retired"") for variable SITUA (labour market status).";"Number of unemployed
Source : table ""individuals"" in BDF, INSEE
Computed
Sum of household's individuals with modality 4 (unemployed people registered or non to the French employment office) for variable SITUA (labour market status).";"Number of employed
Source : table ""individuals"" in BDF, INSEE
Computed
Sum of household's individuals with modality 1 (employed) and 2 (pais apprentice/trainee) for variable SITUA (labour market status).";"Number of consumption units (OECD equivalent scale : 1 for the first adult, 0.5 for each person older than 14, 0.3 for each person younger than 14)
Source : Table ""Households"" from BDF, INSEE";"Net wages
Source : Table ""Households"" from BDF, INSEE";"Incomes of self-employed persons
Source : Table ""Households"" from BDF, INSEE";"Unemployment benefits
Source : Table ""Households"" from BDF, INSEE";"Pension benefits
Source : Table ""Households"" from BDF, INSEE";"Social benefits
Source : Table ""Households"",  BDF, INSEE";"Other social benefits 
Computed : Social Benefits (revsoc) minus Pension Benefits (retraites) minus Unemployment Benefits (chomage)
Source (revsoc, retraites, chomage): Table ""Households"",  BDF, INSEE";"Property income
Source : Table ""Households"" from BDF, INSEE";;;;;;;;;;;;;;
9526;3212,754507;1450;0;0;1128;49;6;1820;468;371;0;0;2784;547;0;8076;8604;9840;2;1;1;0;0;1;0;0;0;9840;9840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9528;2971,358589;4585;988;1383;1713;4829;6;13834;1800;5221;0;3803;4627;5830;0;42789;10368;18076;5;3;0;0;2;1,8;14920;9210;1410;0;1410;0;6996;156;0;0;0;0;0;0;6840;0;0;0;0;0;0
9529;3243,277582;0;0;281;3093;80;0;0;577;288;0;0;1186;249;2556;5505;0;12083;2;2;0;1;1;1,5;11880;0;3680;0;6236;2556;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0
9530;3243,853954;3782;1745;2684;4449;2455;591;22288;513;921;0;0;2069;4486;0;41497;0;32011;9;1;0;0;1;1;30340;0;0;0;0;0;1671;0;0;0;0;1671;0;0;0;0;0;0;0;0;0
9535;4087,901148;4003;0;3442;6960;295;116;1956;1554;773;6000;3980;7258;0;3840;36337;0;7760;1;2;0;0;0;1,5;0;0;0;0;3840;3840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9537;4821,718756;2301;0;99;5490;0;0;0;864;121;0;1192;1688;660;4200;11755;0;6967;1;3;0;0;2;1,8;6160;0;0;0;6380;6380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9538;2064,412212;5645;0;678;2602;487;205;7310;864;2568;300;2452;3708;7350;0;26819;5028;22209;7;3;0;0;2;2;44340;0;0;0;0;0;78;78;0;0;0;0;0;0;0;0;0;0;0;0;0
9539;1880,247122;6068;0;873;624;2;630;25239;1128;7628;0;2575;11023;15890;0;55790;10380;31622;9;3;0;0;2;1,8;49310;0;0;0;7580;7580;29;29;0;0;0;0;0;0;0;0;0;0;0;0;0
9541;1372,438432;9568;442;4179;3493;5961;561;2510;924;3751;0;550;7633;10836;0;39572;4692;41387;10;2;2;0;0;1,5;0;0;0;53570;61990;8420;91;91;0;0;0;0;0;0;0;0;0;0;0;0;0
9542;2695,678739;2183;1802;254;580;378;71;3240;337;1510;0;1226;2069;27241;0;13650;4176;14769;3;4;0;0;1;2,1;29180;0;0;0;1810;1810;25;25;0;0;0;0;0;0;0;0;0;0;0;0;0
9545;2668,148353;8283;2398;292;2384;1828;1135;8582;1392;4940;0;3950;8517;14730;0;43701;6240;44032;10;4;0;1;2;2,3;99100;0;0;0;1780;1780;394;142;0;0;0;252;0;0;0;0;0;0;0;0;0
9547;1073,194917;11244;3784;4573;12591;3973;1500;6475;2794;5904;5750;14765;10690;18070;0;84043;7068;29046;9;4;0;0;1;2,5;29840;0;0;12950;14010;1060;28764;808;0;0;397;559;0;0;27000;0;0;0;0;0;0
9548;3008,610377;3753;2475;1978;1759;1617;432;911;820;5278;0;2100;3146;10400;0;24269;3480;11118;2;3;0;0;1;1,8;17590;0;0;0;2360;2360;63;8;0;55;0;0;0;0;0;0;0;0;0;0;0
9549;1667,217339;3426;517;804;9939;131;111;29412;1680;2040;0;3010;2527;3742;3408;53597;0;10712;2;5;0;1;1;2,4;6630;210;9410;0;18848;9438;21;21;0;0;0;0;0;0;0;0;0;0;0;0;0
9550;2036,533282;4646;764;239;2302;4150;359;5095;316;3300;0;0;6814;27110;0;27985;17916;23540;7;2;2;0;0;1,5;0;0;0;35310;35310;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9552;2139,561071;2854;2272;761;1090;120;42;1780;0;1082;0;0;746;4589;0;10747;5340;5700;1;2;0;1;1;1,5;1530;0;5600;0;7020;1420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9553;1787,60735;5411;0;4105;3308;1361;414;3370;2130;3572;517;3290;5628;19730;0;33106;10656;30347;9;4;0;0;2;2,3;38780;0;29160;0;30650;1490;367;367;0;0;0;0;0;0;0;0;0;0;0;0;0
9557;5037,905773;4559;60;705;5616;623;1918;10937;745;2773;0;60;2723;3379;0;30719;0;18937;5;2;0;0;1;1,5;16100;0;0;10780;12270;1490;35;35;0;0;0;0;0;0;0;0;0;0;0;0;0
9560;3495,248422;4598;520;1157;5180;9;161;894;540;41;0;0;585;5500;2160;13685;0;10390;2;3;1;2;0;2;5510;0;0;13110;15270;2160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9561;3033,230014;6713;603;48;3622;890;990;1880;1253;367;0;960;1916;4713;2016;19242;0;9163;1;3;0;0;1;2;15240;0;0;0;3086;3086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9562;3045,059578;5513;722;4844;8343;8858;517;48435;378;1713;0;560;7274;19641;0;87157;14184;29695;9;4;0;0;2;2,1;19260;36340;0;0;6680;6680;79;28;0;29;9;13;0;0;0;0;0;0;0;0;0
9563;5521,840683;1732;0;423;11769;3079;294;3649;1036;1055;0;0;1836;3839;0;24873;0;21850;7;1;0;0;1;1;21850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9564;4024,019876;2225;0;1938;870;149;670;4318;1212;1838;0;4906;1498;26851;0;19624;5976;37047;9;1;0;0;1;1;35700;0;0;0;0;0;1347;16;0;0;9;1220;0;102;0;0;0;0;0;0;0
9565;2655,20504;1698;603;1943;1210;836;0;20;768;3286;150;4140;1144;7330;0;15798;5496;20670;6;4;0;0;2;2,3;14870;32670;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9566;2744,731295;3960;1144;1341;1909;638;1137;5534;930;1489;0;4206;3188;8509;0;25476;6576;46989;10;1;0;0;1;1;43800;0;0;0;0;0;3189;1364;0;1825;0;0;0;0;0;0;0;0;0;0;0
9567;1813,518209;2741;0;965;1658;3443;560;5612;1764;4587;0;1222;2759;17887;0;25311;6912;26341;8;3;0;0;2;1,8;22030;24910;0;0;0;0;474;219;30;225;0;0;0;0;0;0;0;0;0;0;0
9569;1695,843042;7131;905;1440;1370;923;289;20260;2545;7039;0;4648;9483;12431;0;56033;14700;17452;5;4;0;0;2;2,3;19930;12160;0;0;1490;1490;6559;132;0;0;0;427;0;0;6000;0;0;0;0;0;0
9570;2750,397769;2508;0;575;1585;0;18;450;265;165;0;0;2754;769;0;8320;3360;19045;5;1;1;0;0;1;0;0;0;15220;15220;0;225;197;0;0;28;0;0;0;0;0;0;0;0;0;0
9571;2532,888046;0;0;108;1570;0;130;54253;635;1421;0;0;1811;33592;0;59928;5808;23339;7;1;0;0;1;1;27030;0;0;0;0;0;-3691;0;0;0;0;1109;0;0;-4800;0;0;0;0;0;0
9573;3372,727867;3648;0;0;6769;0;888;5948;2172;221;0;2153;3276;3673;0;25075;0;17066;5;4;0;0;2;2,1;34240;0;0;0;1520;1520;78;62;0;0;0;16;0;0;0;0;0;0;0;0;0
9574;3887,510552;1678;0;4897;6720;300;0;8211;688;400;0;165;1784;1912;0;24843;0;30633;9;1;0;0;1;1;23420;0;0;0;0;0;13;13;0;0;0;0;0;0;0;0;0;0;0;0;0
9575;2710,649397;1238;357;54;6219;0;72;0;441;207;0;1934;2131;1012;0;12653;0;18374;5;1;1;0;0;1;0;0;0;18020;18020;0;354;354;0;0;0;0;0;0;0;0;0;0;0;154;0
9576;3972,723575;0;281;396;1732;900;0;1486;1310;121;0;946;3331;2102;0;10503;2940;9881;2;1;0;0;1;1;1130;0;8730;0;8730;0;21;4;0;0;0;17;0;0;0;0;0;0;0;0;0
9577;2625,006143;4821;5269;0;6311;206;18;0;1128;758;0;0;4549;14529;0;23060;4584;47373;10;2;2;0;0;1,5;0;0;0;71060;71060;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9578;6906,122616;1779;0;822;8052;270;12;0;859;2181;0;0;2138;1907;0;16113;0;23295;7;1;1;0;0;1;0;0;0;23130;23130;0;165;0;0;165;0;0;0;0;0;0;0;0;0;0;0
9580;2522,989721;4178;1384;848;2550;0;524;3933;599;13613;0;11363;3301;1820;0;42293;10896;13218;3;2;2;0;0;1,5;0;0;0;14720;14720;0;5107;9;0;0;0;5098;0;0;0;0;0;0;0;0;0
9581;1122,413201;5190;3303;2644;5840;2084;468;2928;1400;2935;440;408;2238;5026;3600;29878;0;15304;4;7;0;0;2;3;28680;0;0;0;14810;14810;21;21;0;0;0;0;0;0;0;0;0;0;0;0;0
9582;2599,997888;1248;315;360;9216;474;30;189;603;896;0;1610;1283;3656;0;16224;0;17480;5;1;0;0;1;1;17480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9583;1231,587124;2492;3867;3791;11210;633;817;5630;2375;5252;0;1076;7029;17347;0;44172;0;21866;7;5;0;0;2;2,4;45890;0;0;0;6400;6400;189;189;0;0;0;0;0;0;0;0;0;0;0;0;0
9584;1214,764298;312;0;18;3229;0;0;1040;180;121;0;0;2027;1216;0;6927;2100;15766;4;2;2;0;0;1,5;0;0;0;23630;23630;0;19;19;0;0;0;0;0;0;0;0;0;0;0;0;0
9585;2247,727559;3171;0;0;4252;450;1385;3381;510;1660;0;2810;2109;3100;0;19728;3960;24379;7;2;0;0;2;1,5;31270;0;0;0;0;0;5298;10;0;0;0;284;0;0;5004;0;0;0;0;0;0
9586;3507,657054;2506;79;588;1680;10;25;0;604;120;0;0;454;0;2592;6066;0;11840;2;1;0;0;0;1;0;0;470;0;11812;11342;28;28;0;0;0;0;0;0;0;0;0;0;0;0;0
9589;3078,25692;1306;0;929;6250;0;308;1036;400;551;0;495;588;1502;0;11863;0;20822;6;1;0;0;1;1;19320;0;0;0;0;0;1502;296;0;1140;0;66;0;0;0;0;0;0;0;0;0
9591;2630,884284;9882;1750;908;7140;2423;1282;4106;624;1296;0;5531;3802;4494;0;38744;0;29099;9;2;2;0;0;1,5;0;0;0;43100;43100;0;549;549;0;0;0;0;0;0;0;0;0;0;0;0;0
9593;3406,465637;11598;0;2262;4885;3784;998;2599;492;7414;0;2605;2696;24289;0;39333;6408;15478;4;2;0;0;2;1,5;22590;0;0;0;0;0;627;150;0;0;477;0;0;0;0;0;0;0;0;0;0
9594;3522,055617;2188;0;99;7227;844;294;0;510;457;0;0;2263;6650;0;13882;3996;23194;7;1;1;0;0;1;0;0;0;22600;22600;0;594;151;0;0;0;443;0;0;0;0;0;0;0;0;0
9595;1965,160176;5773;2769;1166;3151;2115;4390;1883;1091;4255;0;5863;5496;10303;0;37952;5160;32622;9;3;0;0;2;2;64650;0;0;0;0;0;594;594;0;0;0;0;0;0;0;0;0;0;0;0;0
9596;2404,234023;4048;3270;2946;30;777;671;2555;880;3865;0;1600;3869;2608;0;24511;7656;27667;8;1;0;0;1;1;27280;0;0;0;0;0;387;256;0;119;0;12;0;0;0;0;0;0;0;0;0
9601;2710,272854;6125;3498;399;6876;547;138;5850;408;378;0;3729;2445;0;0;30393;0;19589;6;2;0;0;2;1,5;27850;0;0;0;910;910;623;163;0;460;0;0;0;0;0;0;0;0;0;0;0
9605;3112,246566;2153;0;0;3734;0;96;263;480;121;0;0;173;0;1560;7020;0;10310;2;1;1;0;0;1;0;0;0;7050;10310;3260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9608;1407,162742;4625;0;2710;5240;5199;957;1920;1368;4340;25;716;3197;3609;1956;30297;0;22203;7;3;0;0;2;1,8;34610;0;1810;0;5346;3536;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0
9610;5405,4039;6489;0;30;4581;3977;642;481;1528;3839;0;701;22751;4790;0;45019;0;27117;8;3;0;0;2;1,8;35060;0;0;0;5590;5590;160;160;0;0;0;0;0;0;0;0;0;0;0;0;0
9611;3745,431679;2087;0;0;0;0;300;0;0;10;0;0;240;0;0;2637;1656;8350;1;1;1;0;0;1;0;0;0;8180;8350;170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9612;8512,853458;4444;0;0;0;0;48;624;360;0;0;208;1818;219;0;7502;3540;17606;5;1;0;0;1;1;16880;0;0;0;0;0;726;99;0;37;0;590;0;0;0;0;0;0;0;0;0
9613;3501,248705;1559;675;2085;9492;370;90;3815;519;3514;0;11237;2572;0;1068;35928;0;5934;1;3;0;0;0;2;0;0;0;0;1068;1068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9614;3074,645677;406;727;383;7260;0;959;4278;750;1318;0;0;3400;4227;0;19481;0;16368;4;2;0;0;1;1,5;24550;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0
9615;1234,323214;10765;623;4744;2684;7833;1261;10426;1832;11427;0;972;7434;26132;0;60001;5028;21234;6;7;0;0;2;3;35950;0;0;11050;21430;10380;6322;192;0;0;130;0;0;0;6000;0;0;0;0;0;0
9616;3075,674174;4078;3557;1019;2236;1432;0;1238;720;237;0;0;941;657;2652;15458;0;7662;1;1;0;0;1;1;0;0;0;0;7662;7662;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9617;8689,650002;2761;0;386;9080;433;0;4566;2205;917;0;561;322;5593;0;21231;0;14680;3;2;0;0;1;1,5;21720;0;0;0;300;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9618;2972,329869;847;0;119;6352;0;375;300;1061;667;0;54;1153;522;312;10928;0;14805;3;2;0;0;1;1,5;18180;0;0;1830;2142;312;50;50;0;0;0;0;0;0;0;0;0;0;0;0;0
9620;1898,512891;7580;0;2044;2486;1547;2847;3996;1812;3792;40;878;5930;5242;0;32952;2916;13288;3;5;1;0;1;2,8;22090;0;0;10090;15100;5010;15;15;0;0;0;0;0;0;0;0;0;0;0;0;0
9623;5838,4785;42;0;0;3360;0;30;0;719;411;0;756;1900;803;1920;7218;0;10468;2;2;0;0;1;1,5;4810;0;7750;0;9670;1920;22;22;0;0;0;0;0;0;0;0;0;0;0;0;0
9624;5079,233931;4872;0;2464;2602;2147;288;12930;1446;1957;0;765;5848;13309;0;35319;9924;25935;8;3;0;0;2;1,8;43370;0;0;0;3030;3030;283;140;0;143;0;0;0;0;0;0;0;0;0;0;0
9626;3486,360993;499;0;0;6887;300;749;1561;496;2267;0;203;1637;2000;2304;14599;0;11476;2;3;0;0;0;1,6;2330;0;0;0;16014;16014;18;18;0;0;0;0;0;0;0;0;0;0;0;0;0
9627;5829,125146;3077;354;882;2325;0;540;0;288;205;0;0;4477;640;0;12148;4020;13382;3;2;2;0;0;1,5;0;0;0;19960;19960;0;113;94;0;19;0;0;0;0;0;0;0;0;0;0;0
9629;3132,637187;12270;0;1339;1005;1634;3193;6667;876;3443;0;0;2755;11172;0;33182;5304;37402;10;2;2;0;0;1,5;4890;0;0;49530;49530;0;1683;212;162;0;1;1308;0;0;0;0;0;0;0;0;0
9630;2410,320333;840;842;1640;4200;130;0;92;0;1284;0;20;545;18;2928;9593;0;18738;5;1;0;0;1;1;15810;0;0;0;2928;2928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9631;3708,055852;3938;3068;300;1722;1205;30;0;1541;1263;0;0;1643;13431;0;14710;3756;4241;1;1;0;0;1;1;0;4140;0;0;0;0;101;95;0;6;0;0;0;0;0;0;0;0;0;1000;0
9632;2359,838701;1274;0;149;5890;551;214;2806;1548;1506;0;1090;3570;424;0;18598;0;15965;4;2;0;0;1;1,3;19280;0;0;0;370;370;48;48;0;0;0;0;0;0;0;0;0;0;0;0;0
9633;2268,731189;150;0;36;1785;239;108;140;900;1100;0;1066;576;0;3552;6100;0;5445;1;2;0;0;1;1,5;4610;0;0;0;3552;3552;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0
9634;5175,946647;3132;296;352;2252;250;66;60;1032;1161;720;420;3113;44310;0;12854;7968;22069;7;2;0;0;1;1,3;19620;0;0;0;0;0;70;70;0;0;0;0;0;0;0;0;0;0;0;0;0
9635;2653,290421;9402;0;1663;1750;7106;342;10290;982;1730;0;1796;3654;25741;0;38715;4392;20497;6;4;0;0;2;2,1;4700;29140;0;0;8150;8150;1054;1054;0;0;0;0;0;0;0;0;0;0;0;0;0
9637;2212,184495;6765;0;1703;2350;2826;842;2324;804;9542;0;4191;4597;12484;0;35944;5292;33845;9;2;2;0;0;1,5;0;0;0;49130;49130;0;1637;611;0;0;0;1026;0;0;0;0;0;0;0;0;0
9638;3160,914091;1773;0;113;942;504;130;208;840;0;0;0;5870;-18;0;10380;4812;15968;4;1;1;0;0;1;0;0;0;15950;15950;0;18;18;0;0;0;0;0;0;0;0;0;0;0;0;0
9641;1741,139019;750;281;0;3290;0;138;83;888;165;0;3816;1169;1814;0;10580;3876;11042;2;6;0;0;3;3,3;29650;0;0;0;6790;6790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9642;3688,31824;3726;0;53;2320;624;524;1200;600;2655;0;0;2571;2875;0;14273;6540;4345;1;1;1;0;0;1;0;0;0;4130;4130;0;215;8;0;0;0;207;0;0;0;0;0;0;0;0;0
9643;2216,867108;2411;0;190;1682;0;684;856;1151;1463;0;1300;2438;525;5652;12175;0;13704;3;4;0;0;1;2,3;10860;0;540;0;13322;12782;858;808;0;0;50;0;0;0;0;0;0;0;0;0;0
9644;1610,613334;5906;0;991;1817;90;126;170;120;2401;0;1295;2992;15778;0;15908;4428;22184;7;4;0;0;2;2,3;24170;16890;0;0;2540;2540;7423;163;0;60;0;0;0;0;7200;0;0;0;0;0;0
9645;3528,407119;575;0;23;2159;0;192;8560;984;643;0;100;2853;3290;0;16089;8148;15514;4;1;1;0;0;1;0;0;0;14240;14240;0;1274;607;0;20;0;647;0;0;0;0;0;0;0;0;0
9646;2854,570611;2573;0;634;242;0;6;0;228;804;0;0;1548;480;0;6035;3300;9763;2;1;1;0;0;1;0;0;0;9750;9750;0;13;13;0;0;0;0;0;0;0;0;0;0;0;0;0
9650;2246,822909;7733;1685;783;2318;3390;1392;3550;402;4069;0;2360;7421;6871;0;35103;11088;31683;9;3;3;0;0;2;0;0;0;55610;62300;6690;1066;1066;0;0;0;0;0;0;0;0;0;0;0;0;0
9651;1325,684581;4890;0;995;3469;0;66;577;708;931;0;0;1657;8423;0;13293;3324;16512;4;2;0;0;2;1,5;24620;0;0;0;0;0;148;135;0;13;0;0;0;0;0;0;0;0;0;0;0
9652;2866,882301;3719;2525;914;1212;1472;325;51043;865;5875;0;4803;3025;42136;0;75778;11568;11148;2;5;0;1;1;2,6;21830;0;0;0;7130;7130;26;26;0;0;0;0;0;0;0;0;0;0;0;0;0
9653;3078,17007;3020;0;420;1588;2644;4064;6088;1068;2040;0;3856;12999;9840;0;37787;6552;21886;7;2;0;0;2;1,5;32750;0;0;0;0;0;79;62;0;17;0;0;0;0;0;0;0;0;0;0;0
9654;2950,908857;1559;0;2036;681;1691;1678;0;960;505;0;0;4421;4064;0;13531;9264;18700;5;3;0;1;1;1,8;25190;0;6090;0;8470;2380;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9655;2770,297685;5041;1178;654;3704;372;1;120;371;373;0;0;1244;1292;432;13058;0;12822;3;1;0;0;0;1;0;0;0;12390;12822;432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9657;4980,320448;10202;155;2334;5986;272;79;12700;240;1830;0;0;2720;936;0;36518;0;17327;5;2;0;0;1;1,5;25800;0;0;0;0;0;191;177;0;14;0;0;0;0;0;0;0;0;0;0;0
9658;1665,481262;3648;0;2628;1690;300;54;0;383;791;0;1000;5102;1188;4560;15596;0;15379;4;3;0;0;1;1,6;13540;0;0;0;11060;11060;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0
9659;2531,682352;239;0;1819;2342;400;60;7780;1680;1771;0;1950;7335;19905;0;25376;8688;24537;7;2;0;0;2;1,5;15580;20820;0;0;0;0;405;226;0;0;0;179;0;0;0;0;0;0;0;0;0
9661;1609,067393;7301;1690;2526;3650;575;4209;15194;1188;4260;0;3491;8053;30672;0;52137;4668;19287;6;5;0;0;2;2,4;36220;0;0;0;9920;9920;148;148;0;0;0;0;0;0;0;0;0;0;0;300;0
9662;3315,458278;5538;0;3030;2359;1383;132;500;354;2629;0;0;2623;16761;0;18548;2652;15175;4;2;2;0;0;1,5;0;0;0;22240;22240;0;522;378;0;144;0;0;0;0;0;0;0;0;0;0;0
9663;1600,705898;1045;0;2538;900;519;300;5930;1461;2973;0;1823;5771;19529;0;23260;6144;23864;7;4;0;0;2;2,3;52930;0;0;0;1910;1910;48;48;0;0;0;0;0;0;0;0;0;0;0;0;0
9667;2882,359522;640;0;615;5705;340;0;300;834;544;0;0;628;219;0;9606;0;5810;1;1;0;1;0;1;0;0;5810;0;5810;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9668;2292,447431;9502;0;0;1281;450;969;24547;408;3554;0;2142;3699;660;0;46552;2556;17595;5;2;2;0;0;1,5;0;0;0;24400;24400;0;1992;763;0;0;0;1229;0;0;0;0;0;0;0;0;0
9669;2667,693523;0;1123;2469;5474;330;231;3762;569;1073;0;668;1606;5478;0;17305;0;18260;5;1;0;0;1;1;18060;0;0;0;0;0;200;58;0;142;0;0;0;0;0;0;0;0;0;0;0
9670;2467,873401;0;0;540;1646;0;14;2160;240;1240;0;0;1450;0;3840;7290;0;9478;1;2;0;1;0;1,3;0;0;0;0;12320;12320;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
9672;4439,382629;6600;0;360;2660;889;570;8419;1134;2131;0;965;4143;16903;0;27871;9888;42063;10;2;0;0;2;1,5;62330;0;0;0;0;0;764;764;0;0;0;0;0;0;0;0;0;0;0;0;0
9673;3179,925791;3098;0;0;7168;425;30;880;1119;779;0;0;1142;185;3756;14641;0;6764;1;2;0;1;1;1,5;3550;0;1040;0;4796;3756;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9674;2703,112164;5120;4963;365;2760;1198;3500;10110;425;2119;1085;1394;3910;18089;0;36949;13296;24962;8;4;0;0;2;2,1;50900;0;0;0;1520;1520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9676;1805,441722;5592;0;297;6042;1715;437;9660;828;838;0;1262;5061;38954;0;31732;8784;27412;8;4;1;0;1;2,5;52410;0;0;15730;15730;0;391;204;25;85;14;63;0;0;0;0;0;0;0;0;0
9677;1862,370273;2264;2667;4934;1300;836;462;210;590;8582;0;2131;10777;31381;0;34753;9984;10017;2;3;0;0;2;1,8;17670;0;0;0;280;280;81;77;0;0;4;0;0;0;0;0;0;0;0;1200;0
9680;3365,652978;3566;0;4043;7040;1300;1400;5894;2737;19074;480;20216;19830;36787;0;85580;20976;63592;10;4;0;0;2;2,1;0;130350;0;0;2540;2540;653;0;0;0;0;653;0;0;0;0;0;0;0;0;0
9681;8250,055575;2858;161;321;4836;0;0;865;624;2385;0;0;1019;6867;0;13069;0;18893;5;2;0;0;2;1,5;28340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9682;2072,656766;5004;0;2848;2062;5603;150;4130;507;2013;180;3268;5712;17676;0;31477;6024;28607;8;3;0;0;2;1,8;48430;0;0;0;3020;3020;43;0;0;19;0;24;0;0;0;0;0;0;0;0;0
9684;2546,626722;12046;0;2244;3055;3320;108;8701;1652;1092;250;1325;16382;6148;0;50175;8316;31971;9;3;1;0;1;2;54170;0;0;8570;8570;0;1201;719;0;0;0;482;0;0;0;0;0;0;0;0;0
9685;2860,824664;4137;0;442;0;70;120;77;476;550;0;0;112;0;0;5984;3900;40;1;1;0;1;0;1;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9687;2488,168672;5962;520;883;2124;50;110;1310;1759;2725;0;4340;8227;6674;0;28010;12240;18787;5;2;2;0;0;1,5;0;0;0;27400;27400;0;780;53;0;15;65;647;0;0;0;0;0;0;0;0;0
9689;1948,953028;5080;390;368;2337;1301;146;2915;471;1273;0;234;6750;5021;0;21265;8424;30418;9;2;2;0;0;1,5;0;0;0;45410;45410;0;217;138;0;79;0;0;0;0;0;0;0;0;0;0;0
9690;2471,073845;1905;874;618;4218;252;60;23850;514;1707;0;700;970;0;5664;35668;0;7747;1;5;0;2;0;2,6;0;0;0;0;20134;20134;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0
9692;2246,797859;3724;273;228;5342;300;30;169;1110;489;0;0;1752;322;0;13417;0;15880;4;1;0;0;1;1;3730;0;0;12120;12120;0;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0
9693;2217,352274;7341;1665;782;8104;850;587;8067;2144;4175;0;1756;4587;5592;0;40058;0;22657;7;2;0;0;2;1,5;33970;0;0;0;0;0;15;15;0;0;0;0;0;0;0;0;0;0;0;0;0
9698;1697,975504;5116;2161;820;20373;4809;563;33198;940;2542;390;3896;13600;38611;0;88408;5436;25267;8;6;0;0;2;2,7;58830;0;0;0;9210;9210;180;111;0;69;0;0;0;0;0;0;0;0;0;0;0
9699;1264,841916;5156;0;1098;11485;82;537;2080;574;2323;0;0;18325;9663;0;41660;4152;29135;9;1;1;0;0;1;6230;0;0;22260;22260;0;645;277;0;0;0;368;0;0;0;0;0;0;0;0;0
9701;2600,876157;1641;0;0;2045;180;120;0;480;440;0;0;971;410;0;5877;3936;10320;2;1;1;0;0;1;0;0;0;10320;10320;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9702;1077,745833;12487;619;2547;2500;21040;1876;8938;1420;6181;0;6364;17393;39700;3600;81365;12912;2463;1;5;0;0;2;2,4;1050;0;0;0;3600;3600;1260;0;60;0;0;0;0;0;1200;0;0;0;0;0;0
9703;1078,209073;4054;256;4857;3980;1535;12;60400;4770;51875;0;22828;14834;14548;0;169401;5040;58808;10;4;0;0;4;2,5;119540;1930;3900;0;3900;0;21650;20;0;805;0;1925;0;0;18900;0;0;0;0;0;0
